video_id,text,community_label
UA-IyXpIDkc,Alleged Election Fraud Evidence | Falkirk Podcast 61 w/Phill Kline & Jesse Morgan,2
DyrCLH8YtzI,Viral video shows 'R' and 'D' labeled on mail-in ballot,1
Q3NmZ3ceQNg,New Whistleblower Leak - Documents Show Kentucky Election Was Rigged!,2
OSxlXUw2XuA,OAN Election Breakdown,2
B96t9G5t4U4,Voter Fraud Election 2020 in Philadelphia,2
bViOeBf7qaE,The Statistical CASE against a Joe Biden Win | Trump Campaign Senior Advisor Steve Cortes,2
0HkeZmdx6m8,【米大統領選挙】Ballot Harvestingとネバダ州,2
NVd7uFtGndo,BREAKING: Joe Biden Admits To Voter Fraud! Massive Operation!,2
yMERM3BIUZs,The MEMES React to Rudy Giuliani's STAR WITNESS | Michigan Election Fraud Hearing,0
cuQdxBJDGXg,Sidney Powell Doubles Down That She Has Evidence Of Voter Fraud In The 2020 Presidential Election,2
LxG9zzFisUo,Trump Rocks - Dirty Deeds Done Dirt Cheap 2020 (AC/DC),2
6V-CB6HZsY0,Election Fraud - Trump Hides While MAGA Retreats to Parler,0
TqaXfuRhr1c,Abp. Viganò warns about 'children of darkness' influencing US election fraud,2
hlUaHNEe7iM,"Tucker: Voter fraud benefits Democrats, why they want Texas",2
Rywo5gfLMo0,BREAKING: Sidney Powell Releases The Kraken! 'Trump Will Win!',2
1Eb9tUDdD_c,"5,000 Sworn Affidavits and Now Video Tape of Voter Fraud",2
RdGLMjyEO08,Election fraud - Tucker Carlson - 11/16,2
WnYEEkIOsQA,Trump Legal Advisor Admits There's NO Evidence to Support Election Fraud Claim,0
OOti0PJlJ7A,The Tara Reade interview: accusing Joe Biden of sexual assault | 60 Minutes Australia,2
Fz0JjC7iTmw,Biden over performed in RED Districts. Its a Uni party Coup,2
UzfGLUdPS0A,Using Excel to detect Voter Fraud shorter,2
MMrEzqwffEs,Why Donald Trump Deserved to Lose,0
z1jeGnWeMCc,BOMBSHELL! EX-MILITARY INTELLIGENCE: ROMANIA AND UKRAINE COVERING UP HUGE ELECTION FRAUD IN US,2
K3qzPsolUGs,Joe Biden Speaking Tonight,2
KOjhViCwk0k,"PT1- Battle for #Dominion, Election Fraud, Glitches, DHS Documents, Ruby Ridge, Waco, Oklahoma City",2
284jbwSbl1k,Voter suppression or voter fraud? Which is worse?,2
295mZnfIfgY,TRUMP SUPPORTERS IN DC,2
P3g9VGG6aiY,Joe Biden talking about his voter fraud,2
ZljeHmIaiy0,Viganò: America is in midst of ‘colossal electoral fraud',2
pTZsBotGRgU,Why cyber experts are checking fraud in these six counties,2
B8X3McohnWM,Mayor Giuliani in Philly: This form of balloting has always been considered the most prone to fraud,2
pLpvgF4MI04,Steve Bannon Calls for Special Prosecutor on Election Fraud,2
rR3eDEN8zBM,"Trump's ""Insurance Policy"" against FOREIGN INTERFERENCE in the Election!",2
awvn0yWzTI0,"Despite fears of election interference, why authorities say vote is secure",0
zMAcy66G_0c,#CNNTapes: CNN's Jamie Gangel Details How Network Should Cover Up Trump’s Contested Election Claims,2
jTIyde7bJnU,President Trump supporters hold event in Nevada,2
JD1zagIcBH8,"Biden TAKES LEAD In PA And GA, GOP Files CRIMINAL Referral Over Voter Fraud, The Nightmare Continues",2
eeR4aUiDiQ8,Will Trump Win and Defeat the Marxist Conspiracy?,2
Jk21f_BIC2A,LIVE: Trump legal team presents case at Georgia Senate hearing (Dec.3 ) |  The Epoch Times,2
t1sETxJQF_w,"What is the ""End"" for Trump Voter Fraud People?",0
IDgKUl1B9pQ,BREAKING: NEW Evidence Shows Trump Can Win California!,2
FfY-Fzzysbk,"USPS Driver Who Hauled Ballots from NY to PA Says Trailer with ""Thousands"" of Ballots Disappeared",2
N5_Xk4HyEXA,Fox CRIES Over YouTube BANNING Election Fraud Videos,0
jiex_LG_1DE,I Reported Voter Fraud? - Radical Reviewer,0
Mj6Fe7hwBsE,Watch again: Trump's lawyers hold press conference in Philadelphia,2
DK4BI_HlC1Y,What Everyone is Forgetting About Election Fraud - Dominion Voting Systems - Diebold Blues,2
wJB3XBHvTMY,US Election 2020 Results Live: Trump: Biden campaign committed a fraud on the American people,0
Hv7a-T2Z7Rg,"Watch 19,958 Trump votes switch to Biden in Pennsylvania Live",2
u9A7e-MvEss,Congressman Jody Hice on the video from Georgia: You cannot sweep under the rug a BOMBSHELL video,2
y70bQVxmeXE,"YouTube bans any content about election fraud, will remove videos entirely.",2
jmZHlxt3xxY,12/2/2020 - Gen. McInerney BOOMS - TREASON - Punishable by Death - Trump should declare Martial Law,2
JRmlcEBAiIs,RIDING THE DRAGON: The Bidens' Chinese Secrets (Full Documentary),2
u1ZFj69Yr-A,People BEATEN & Hospitalized for Talking about Voter Fraud!,2
TcViSOCVrNY,Attorney Sidney Powell Says She Has Proof Massive Election Fraud & President Trump Won Re-Election,2
fd5aRNsW0rc,POLL WORKERS CHEATING - compilation,2
VYPJTUTx-yY,Rudy Giuliani: Trump Team to File Lawsuits against on Pennsylvania Monday for Violating Federal Law,2
8-2ZEEnt52s,New USPS Whistleblower in Philly suburb Elkins Park Details Orders To Stop Delivering Pro-Trump Mail,2
XwETd9iphZg,LIVE: 'Election Fraud Truth Summit' featuring Trump lawyer and experts | NTD | BraveHearts Sean Lin,2
Xq5YdkYSyEE,Al Gore concedes presidential election of 2000,0
gMyiGSxejY8,Georgia county shreds vote docs; Michigan board certifies election; Smartmatic admits Dominion use,2
_ApEJIpYTZY,KRAKEN RELEASED! Sidney Powell & Rudy Guiliani Blast MASSIVE Election FRAUD,2
QE7PwqmzSu0,Quid Pro Joe,2
BJXDQzS-R0I,Stolen Election - 2020,2
uDKGzUxiF1E,ARTICIA BOMER who is a witness testifying 2 election fraud in Detroit just dropped bombshell account,2
H146NCrLK7A,Simpsons Predict Trump WINNING 2020 2021 .. Voter FRAUD 2020 Elections,0
VgnewAG_H5E,BaghdaddyBiden,2
OlgBWkkq0Lg,Andrew Yang Ridiculously Accused of Election Fraud in Georgia | Paget & Matt Show Episode 6,0
TSVdmNYRYoQ,‘They stole an election:’ Giuliani makes Trump ballot fraud case to Michigan legislature,2
xzc-B_L8gG8,"""SMOKING GUN"" at Georgia 'VICTORY RALLY' CHANGES EVERYTHING!!!! TRUMP CARD PLAYED! EXPOSE THE TRUTH!",1
uBFhDlCE_D8,12.3.20: Michigan VOICES tear down DEMOCRAT walls! SO AMAZING!,2
4v_HZ-o6IwQ,Trump wins NC; 10K+ dead cast ballots in MI: analysis; Amazon faces antitrust charges | NTD Business,2
vSw48PGnYT8,Democrat Voter Fraud Nationwide EXPOSED!,2
QHM5pgRWC7k,President Trump's Speech About Voter Fraud - 12/02/2020,2
YKPdSQajoLQ,LIVE: Trump supporters hold rally in DC; Proud Boys among them,2
ni40sjwxjDg,🔴 LIVE: President Donald Trump Delivers Remarks from The White House,2
Ic4L36-7_MQ,Fox News cuts away from Trump campaign briefing over election fraud claims,1
4L4P_UAIces,Nancy Pelosi HUMILIATED By GOP House Leader! CALLED OUT On Her Total Contradiction!!,2
iiWkhulE5g0,FBI REFUSES VOTER FRAUD INVESTIGATION!!!,2
FYenDHpUMFA,LIVE - STOP THE STEAL -SACRAMENTO- PROTEST - PROUDBOYS ANTIFA BLM,2
ioWmWvJ36Jg,Factcheckers Claims Georgia Video Evidence Shows Legal Ballot Counting,1
z4zxx-RZd64,"""The Republican Party without a backbone is gone, and anyone that doesn't fight should go with it""",2
3likF-_fMUI,Chris Geo   Stop The Steal MUSIC,0
Yzbxu1vQLH8,Exposed: Georgia Video confirmed 2 hours of secret ballot counting  | Wide Angle with Brendon Fallon,2
mCJMF7mflGE,Joe Biden's lies are legendary. He's still the same dishonest plagiarist he was 33 years ago.,2
2-YEp7GNp_A,'Losing': Why Trump Lost Every 2020 Election Plot - The Lessons For The U.S.,0
j7HO-0dk_wg,THE SIMPSONS - LISA & BART TRAP SIDESHOW BOB ELECTION FRAUD - YOU CAN'T HANDLE THE TRUTH PARODY,2
Imbm5nSE11s,BREAKING NEWS: President Trump Breaks Silence On Election Fraud,2
WmpmIaIwwUA,"Nick Fuentes Gives a Speech on the Final Day of the #StoptheSteal Rally in Phoenix, AZ",2
-u_IYUVrvW4,Sebastian Gorka LIVE: Latest election fraud hearings: Michigan.,2
O8jLQ31k0C4,5 Psychological Reasons for Voter Fraud Conspiracy Theories,0
l_sRx0JXnHI,Carrollton Mayoral Candidate Charged With 100+ Counts Of Voter Fraud,2
gn3d0P-tJ34,"Democrat Jeff Irwin LYING again! Witness KILLS it! We don't need new LAWS, just ENFORCE them!",2
BH24G34nZyM,"Sask Masks, U.S. Election Fraud w/Salim Mansur",2
PpiI8vtiZl4,Sen. Cruz on Hannity: The Outcome I Want To See Is To Count Every Vote That Was Legally Cast,2
Q13BuZlMOEo,Widespread Voter Fraud Across The Nation? Hard To Believe...,2
_9CWjRcspew,205. Voter Fraud USB Handoff CAUGHT on Camera?,2
5HY2x8F4bpw,"Vincent James Gives a Speech on Day 1 of the #StoptheSteal Rally in Phoenix, AZ",2
9vjwW8DoY2Q,U.S. Senate Judiciary Committee hearing on big tech interference in 2020 election,2
veXABOWyZr8,AMAZING! Trump Forces RISE UP in GEORGIA!!! (video),2
xKagkbVwdHc,"Wait, Could Trump Still Win? | US Election Voter Fraud Update",2
3oDIw1t_1bI,Biden Campaign allegedly Caught in a major Voter Ballot Harvesting Scheme! Houston & in major Cities,2
xg11R-Qv1SA,"The Real Election Fraud, Fred Hampton, Remnants of Russiagate Dissolve (CC Podcast #135)",0
My0I2M4w_fI,No honest person can say that the 2020 election was fair. It was RIGGED - and we caught them!,2
etD3lOfu-O8,"Rep. Matt Gaetz on OAN: Election Fraud, US Troops Out of Afghanistan, & Social Media Senate Hearing",2
V0nAS_jLn7A,1.5 Million Fake Ballots printed in China - Full report!,2
syTGZpwq554,Tabulator Testimony Shows Precinct Ballots in Wayne County Michigan Might be Counted Twice,2
a9XNAsAD4P4,"[Election Fraud?] USPS Truck Driver, suspicious of his cargo load of 288,000 COMPLETED ballots",2
LxqnCa59gLI,US Election: Trump claims “theft and fraud” as Biden awaits victory - BBC News,0
GZ2TpA1Dpqs,💥 2020 *ELECTION FRAUD* EXPOSED BY TRUMP CAMPAIGN!!💥💪💯⚖️,2
NQtSs1VdZuM,Live: Arizona Senate Holds Hearing on Election Integrity (Dec. 14),2
z32_b6uroYQ,Bill Barr on Voter Fraud Mail in Voting September CNN Wolf Blitzer is a SlMP,2
-lgax_m-8ag,MidWeek Fix: Election Fraud Follow-Up w/ Patrick Colbeck,2
MgwDxzn6p7U,SIDNEY ON FIRE! NAMES GOP CROOKS UNDER INVESTIGATION/35K VOTES ADDED TO EVERY DEM/BIG GA NEWS ON MON,2
9j4V5zCAO3Y,118 Year old Michigan man votes for biden,2
YMM_7rMkVvc,11/14/2020 - EO's Sanctions Traps were set! Election crooks assets seized!,2
PudPXjTh7rA,Alex Jones at SCOTUS at #StopTheSteal rally in Washington DC,1
8TpGDszbRdI,Election Fraud -- Detroit Michigan,2
HpuilyuU56Q,"🔴 Watch LIVE: March for Trump Bus Tour Rally in Ormond Beach, FL 11/29/20",2
L7ukXCl21MU,Grunkle Stan Reports Voter Fraud,0
-hfyMeQ8j9c,Election Fraud Analysis with Michael Johns,2
y1oZPwwKJHM,Rep. Nunes on Biden’s troubling reluctance to investigate voter fraud allegations,2
zxPJhDlWztg,Live Panel: Post-Election Thoughts | Was there Election Fraud? | Where do we go from here?,2
nH2i83W25MY,VOTER FRAUD: James O'Keefe Exposes Ballot Harvesting All Over The Country,1
SBGNcuxLMaI,Voter Fraud is a Civil Rights Issue!,2
XOTTR5zknt8,Trump to supporters: vote twice,0
qBOtpxP21Gc,President Trump Slapped With 9 'DISPUTED' Labels Over Election Fraud Claims On Twitter In 2 Hours,2
VzV5U6cEBC4,"""Voter FRAUD in Philadelphia! SHARE This Video"" | Donald Trump Vs Joe Biden | 2020 Election",2
2R8IoQ4YRNo,THE SPIN PRESENTS VOICES BEING CENSORED AND ELECTION FRAUD,2
j4CMz0pquhs,Youtube BANS Election Fraud Videos!,2
-5BLuuJY1hs,"Sidney Powell’s Georgia Lawsuit Shows 30 Examples Of Voter Fraud. November 29, 2020",2
7lA3oOo1oZc,Recording of calls between Joe Biden and ex-Ukraine President Poroshenko leaked | New York Post,2
k3RO_cup7LM,CAUGHT ON TAPE: Video Evidence Of Voter Fraud In Georgia!,2
jPeGLrqVG8A,Karl Rove on Trump Campaign Voter Fraud Allegations,2
8lGdRb8IZKA,Patrick Byrne: Dissecting The Election Steal,2
WnFLBoGp9zU,@REX Quodverum: How the prosecution of ballot fraud will play out legally,2
SQtY9LKt7rY,TRUMP RELEASES THE KRAKEN! ‘We Are Taking Our Country BACK’!!!,2
JrBW-FpnI4Q,"VIGANÒ addresses USA: Trump, Vote Fraud and Rosary!",1
RSrIbVXjS5k,Officials Investigating Possible Voter Fraud In Fayette County,2
k4wd3TNQHxE,VIDEO EVIDENCE Of Mass Voter Fraud In Georgia!,2
vUM2xRs2qTA,Sworn witness to Michigan election fraud gets shot by gunman,2
Nvu1P5VFVsQ,Trump delivers remarks as vote count continues,2
gHuzXoQMilM,Biden: We Have 'The Most Extensive and Inclusive Voter Fraud Organization',2
dwoN-FvVEsA,Joe Biden C'mon Man REMIX - WTFBRAHH,2
sp52t5bdlzU,Compilation Of Blatant Voter Fraud By The Democratic Operatives In The 2020 Election #stopthesteal,2
LM3TkBU8nlA,"""TRUMP 2ND TERM"" Mike Pompeo Says President Trump WILL Have A 2nd Term",2
GNegch3CJd4,USA Election Voter  Fraud Exposed in Michigan and Wisconsin,2
Wrk9nJK_lVI,Lee Greenwood performs at Trump inauguration.,0
C8MAdl2hPCo,Fight Back Against the Steal with Kurt Schlichter,2
iTCWszR-6mU,BREAKING: President Trump Legal Team To Do PUBLIC HEARINGS On Election 2020 | NewsNOW From FOX,2
2A3MlinKPHU,William Barr Splits With Trump And Says There Was No Election Fraud,0
RSQ6bt7OibQ,FRAUD IN PHILLY | Rudy Giuliani,2
Iq9EsVbSwxk,"Fox News kicked to the curb? Network ignores voter fraud cases, continues to alienate conservatives",2
cjBkJ_c_Ev4,EBS:  Election Fraud & The Most Important Speech Trump Has Ever Given.,2
bthxC9VZOkU,VOTER FRAUD IS REAL and it appears it HAPPENED in AZ. #Arizonavotefraud #Trumpvotes #Elections2020,2
abL_37RoaY8,The Media Rigged the Election,2
8MFEq4aHEb0,BREAKING: DEMS BLINDSIDED AFTER GOP ELECTORS RISE UP WITH GAME CHANGING MOVE TO CAST VOTES FOR TRUMP,1
L50TVF9aLu8,Mayor Rudy Giuliani: Democrats used mail-in ballots as a backup for when they fell too far behind,2
AJMSLq0Sxxo,Senators Who Urged Voters To Decide Impeachment Won’t Admit Trump Lost The Election | All In | MSNBC,0
OqVpRXxeROo,Republican Fool DESPERATE For Voter Fraud Proof,0
EHJL9IiKiOc,"NO EVIDENCE OF VOTER FRAUD?! AG Barr, DOJ Investigates",2
Q5RiOe4TveQ,RAMPANT VOTER FRAUD EXPOSED ACROSS AMERICA AS DEMOCRATS BLOCK REPUBLICAN OBSERVERS,2
l7_De-rMr6s,Election Fraud Whistleblowers on Hannity!  A full 53' Trailer Truck Filled With 24 Pallets!,1
RwxlWRlyjRA,Mother-Daughter Voter FRAUD Duo CAUGHT in the Act,2
m-gzMkUZxuA,HUGE VIDEO EVIDENCE of Voter Fraud in Georgia,2
FSB4Rj1nA_A,"NiggaPlz- Voter Fraud, Fascism, Democrats are Fascist",2
re0e-l_r5Xs,LARGEST VOTER FRAUD NETWORK ADMITTED BY JOE BIDEN HAD AN ANGEL MAKE HIM DO IT!,2
8csentEYaGg,Leftists Start to PANIC as DEEP STATE Tries to SILENCE Eyewitnesses to VOTER FRAUD!!!,2
ne_oXmfkA7o,"'Stop the Steal'—Trump supporters rally in Ohio, Wisconsin, Nevada, NY, demanding election integrity",2
LdTf40XRB6U,Trump Supporters Gather In DC for “March For Trump”,2
RHGItHAjZcY,CAN'T STOP LAUGHING! Laura Ingraham's Voter Fraud Witness Is A Complete Joke,0
mS3GOVL5E1Q,Kraken is U.S. military secret cyber program?; Trump preparing for a major arrest?,2
7v-PJjLZ4fk,Vote Switching Caught on Live TV,2
YJK6PzDQMC4,Supercut: Media Ignore Claims of Voter Fraud to Claim There’s No Voter Fraud,2
ubczoEAv5is,The Election Fraud is Color Revolution,2
-L6MiOTpXgU,"Trump delivers remarks at rally in Georgia for Senators Loeffler, Perdue",2
5JUZAwPHxwc,BREAKING: City government whistleblower in contact with FBI alleging backdating ballots in Michigan,2
sNNLdrc53sM,Duplicates And Dead People: Hundreds Of Thousands Of Questionable Ballots Sent Out To LA County Vote,2
RIG-BEjtqfg,"La fraude électorale due aux ""bugs informatiques""",2
aJqUk3hsTCo,Baseless claims of voter fraud rejected by State Attorney General Brnovich,2
wtWXJjfPKUI,"Sidney Powell: ""I'm going to release the Kraken"" Election Fraud",1
fc5d2SnESPA,Sydney Powell exposes V0TER fraud,2
sXMu5ew8pgk,Police Arrive to Investigate Claims of BALLOTS being DESTROYED!,2
Ii5fWGI71k4,Dominion Election Fraud MSM Won't Investigate - Brave Chanel Rion at OAN Dives Deeper (11/21/2020),2
kFFk7N6Quec,THE EVIDENCE OF VOTER FRAUD CNN CAN’T FIND,2
EXzfMAzy9mI,The Trump Admin Prepares for Their Nonexistent Second Term | The Daily Social Distancing Show,0
r9fX5c7hGf4,"Journalist Accidentally PROVES ""Suitcasegate,"" Votes Illegally Counted After Watches Told To Leave",2
-mVx0k3DhdM,James O’Keefe discusses Minnesota Ballot Harvesting Fraud on Hannity,2
2rbkJqu1qNo,"BREAKING: New Evidence Could Lead Trump to Winning NV, AZ, GA, PA, MI & CA!",2
ZJ69r-2N71c,Open the Boxes: Testimony at Michigan Election Hearing (29 Years Experience W/Sec. of State),2
Yl8N7Nq7Gbw,Texas asks SCOTUS: rule election in 4 states unconstitutional; Sidney Powell files notice of appeal,2
24kfGhN_3Cg,DOJ Looking Into Voter Fraud Allegations In Nevada And Pennsylvania | MTP Daily | MSNBC,0
iUDFC-_vxdM,Donald J. Trump for President Inc hosts a press conference with Rudy Giuliani and Jenna Ellis,1
JEgMZKJ3UYk,Georgia Election Official: 'We Will Find That People Did Illegally Vote',2
TIdVcnMD2a4,LIVE: Rallies for Trump in Washington (Dec. 12) | Epoch Times,2
VeOLoJmMpBM,'STOP THE STEAL': The Legal Battle Over the 2020 Election | The News & Why It Matters | Ep 657,2
YZBvvUklbAY,"Unbrainwash America #8,  Election Fraud",2
N10Zh7aNE5o,Timothy Smith and evidence of voting fraud in Detroit,2
2XldSRAaJdc,"CBC News: The National | Counting continues in undecided U.S. election | Nov. 5, 2020",2
KmoZ5HoWMQ0,1st December Election Update 2020,2
ObIsyeX_CV0,Here is The Evidence Of Fraud Mainstream Media,2
7x9IalmQOcs,Trump Supporters TAKE THE STREETS!! This Is What PATRIOTISM Looks Like!,2
tjOCLOpbM9w,"Judge REJECTS Trump Election Fraud Case, Refuses to Throw Out ""Massive Dumps"" of Mail-in Ballots",0
yTAkqdgny5U,Biden's Election machine Munsters Rig the Election Avalanche Grandpa Makes a Voting machine,2
JRpwd2aB9Mg,"Stop The Steal rally of Trump supporters in Wisconsin, an incredible crowd of people!",0
i7eNw8_9Efs,Voter Fraud PROVEN in Pennsylvania!,2
Y5-IFRT50rk,Michigan POLL Workers EXPOSE Biden Voter Fraud,2
-978MiDt_Ww,Why Joe Biden MUST NOT Become President,2
Jh8fdjCUUXg,How Trump will Fight Fake Election - AND Stop Being Weak,2
rh7VSkYRUTA,"HOLD THE LINE! Stop The Steal Rally Georgia Highlights with Lin Wood, Vernon Jones & Sidney Powell.",2
DMo157A43-E,Joe Biden: China's Puppet,2
NtIYGY3RQC8,Smartmatic  and London elections and Police and crime Commissioners,2
RPJVestkTpE,Dr Corsi NEWS 12-08-20 Corsi Files Corsi v Biden at SCOTUS,2
h-m-di_P6EM,Real cases of widespread voter fraud,0
rlM8s54-Rjw,LOOK AWAY! Dominion - Flipping The Vote,2
bpr6CkDhC7M,"Here is a Sidney Powell retweeted civil rights attorney, Leigh Dundas, breaking down TRUMPS EO",0
4Tk_CjYnWW0,Key to Trump Winning; Server Expert Interview; Michigan Certification Dropped |Beyond The Noise,2
EZsr2BPBJqA,Mockingbird News | Jenna Ellis: We Will Bring Evidence of Election Fraud in Court,1
_jInm4Ybr6U,Dem Raphael Warnock Connected with Group that is Currently Under investigation for Voter Fraud,2
WymuWmChxhI,WE NEED POLL WATCHERS - Vote Cheating Caught On Camera (POLL CHEATING/VOTER FRAUD) This Is America!,2
9EAfxsqi8vc,DEMOCRAT Vernon Jones Exposes His Own Party in Georgia for Election Fraud,2
Y4cgZ3_UvJQ,Catholic — Post-Election Special: Bombs Away!!!,0
dN1Nt_rdMGw,HUGE: Sidney Powell Drops HARD EVIDENCE - Pictures of Check Stubs Paid to People to Ballot Harvest,2
eT1rwY0Itrs,Massive Exposed Alleged Voter Fraud Linked To Ilhan Omar,0
rIwTks-KTBw,CBN BREAKING NEWS: ELECTION FRAUD IS TREASON! EX-GENERAL!,2
a7jZrk0UMD8,West Virginia Mail Carrier Admits Attempted Election Fraud,2
DnBGybGybe4,Department Of Justice Still Investigating Possible Voter Fraud!,2
bWGOu3WV3Mk,AG Barr On Universal Mail-In Voting: “This Is Playing With Fire…Very Open To Fraud And Coercion”,2
_rxt5XypkIo,DEBUNKING TUCKER CARLSON & THE NEW FAKE 🦊. SIDNEY POWELL WAS 100% RIGHT ABOUT DOMINION SOFTWARE!,2
-b71f2eYdTc,Donald Trump 'encourages Russia to hack Clinton emails' BBC News,0
BC9bmYg52gQ,election fraud potential,0
RzUaV5i9CkM,Bags of undelivered mail found in postal worker's backyard shed on Long Island,2
QOk4-t-AzHE,CIA Documents Reveal War Machine Wanted Obama As President!,1
fCDNG9SvQ4A,"Unusual Ballots, '98% for Biden'; Voting Machine Missing for Days | Facts Matter",2
bORTiM4u5js,"ELECTION WAR ROOM, SUNDAY UPDATE Ft. BRANDON TATUM & MORE!",2
XSKrGkvsmIg,Judge Jeanine w Flynn Lawyer Sidney Powell - Dominion Voting Systems - Election Fraud [mirror],2
onjEieXFYgs,President Trump tweets the Dominion Voting Systems have deleted million of votes for him,0
mVcTs9H62SE,"""Kill Chain"" Panel: Discussing the Cyber War on America's Elections",1
rWNNgGreCoI,Missing ballots found in sweep in Greensboro,2
SxqOShJivyM,Panel ERUPTS Over Trump Fraud Claims,0
okLzZu959W0,Lawrence: ‘It’s All Over’ For William Barr & Donald Trump | The Last Word | MSNBC,0
7hthlV0cEK0,Michigan USPS Whistleblower Details Directive From Superiors To Back Date Late Mail In Ballots Nov 3,1
s5skvv6OFls,"HeydonMusicPage/""TRUMP HAS ALL THE FILES""TIK TOK 11.12.2020",2
rcXj-Qw-qjs,More lawsuits filed; Tens of thousands Americans rush to D.C. to support President Trump,1
uD0ATsyCWpU,"Trump Delivers What He Says Is the ""Most Important Speech I've Ever Made""",0
DqWObyelKrM,"Georgia Voting Center Suitcases, Arizona Election Evidentiary Hearing, Kyle Rittenhouse Court Date",0
cVvsKW48EDQ,AUDIT THE ELECTIONS! Judicial Watch Steps Up!,1
-_MBBiYJQD8,Trump: I Won the Election; Million MAGA March for Trump | Front Page,2
TesKxJP2hbU,Coup Plotters Use Vote Fraud to Seize Power,2
G7m1m1yL_qo,Election Fraud? A Card Counter looks at the 2020 US Presidential Election.,0
DCzTEeYDn2A,BLM ATTACK Biden/Harris Immediately After Election! Smashing Up Their Campaign Offices During Riots,2
RCbQjs-zRGA,Ronald Guzman Vs The Trump Campaign (Prank Calls),0
14L19rZd0eE,The Amazing Election Vote Count Controversy,0
GbJ8ogeQ7wU,YouTube Announces it Will BAN Videos That Claim Election Fraud #youtube,0
l9QPgDlpT9o,(Exclusive) PA Legislator: Election NOT Decided. Certification Will be Challenged.,2
5ittj5gAYuw,The Ruling Class Wins Again | Sidney Powell: Electoral Fraud Allegations of ’Biblical' Proportions,1
2DdTYZbmCnw,Giuliani / Powell VOTER FRAUD Presser,2
p6OqwWPqOg8,Trump Legal Fight - Jordan Sekulow with Sean Spicer on Newsmax,2
tQC4OMz-Asc,18th November Election Update 2020,2
_aW7s_dpHqY,Hard headed liberals denying voter fraud!,2
BLtHW0G7DIs,America's Voting Machines Are Extremely Vulnerable to Hacking | NowThis,0
Ucq4_CArdP4,Election Fraud And The 2020 Elections – With Guest Barry Loudermilk,1
XFEg1dsXM-w,"Democrats INFILTRATED By Chinese Spies, Video Shows Chinese Professor BRAGGING Biden Is Compromised",1
SLj-q14MFwc,Election Fraud Witness Jose Aliaga saw the 4am Biden Ballot Drop in Michigan,2
NtaUHM0YeJ4,Breaking Now_ Trump Campaign Legal Team issues Opening Statements in Election Fraud Case,2
7ZRqqujmNAg,"Rudy Giuliani Updates Election Fraud Cases Being Filed In PA, AZ, WI  MI | On Newsmax",2
SWWcjucmBBo,Trump Campaign Legal Team Holds Press Conference on US Election Results 2020,2
jsZsnrqmrnk,Russia 'voting fraud' caught on camera - BBC News,2
ZGrOGVM7T00,The Trump Card,1
dsODRfCMRoM,biden sings trump dances cat vibes  ( Ievan Polkka ) deepfake,2
-PXCEW620W8,White House Doctor Reveals the BRUTAL Truth about Joe’s Health We Should ALL Be Concerned About,2
rfWFNq99VQ0,Felony Friday LIVE - Talking Election Fraud with Matthew Erickson,1
OumhrE6JV3A,Major leak 'exposes' members and 'lifts the lid' on the Chinese Communist Party,2
Slm5bvO-_5I,Joe Biden's Most Awkward Gaffes | Biden 2020 Compilation,2
qcmOHPllF-Y,Joe Biden - Voter Fraud Organization Remix Song | VIDEO REMIXES 2020,1
x7bLlBVEUaE,"WATCH: What You Need To Know — Nov. 11, 2020: Voter Fraud; 200K COVID Cases; Flint $2B Lawsuit",0
XgZJGn41SWw,Trump's Fraud Hotline Flooded with Prank Calls,0
7BEpQZpR2KY,Rigging the Election - Scandal,2
J8_S8JUeq6A,Election fraud claims 'have taken hold' amongst Trump's constituency,2
658J54ZruJ0,2020 Election Arizona Fraudulen t votes,1
JtczKbKLKiU,Dissecting The SHOCKING GA Video Evidence Of Election Fraud-Move By Move,2
BUrGBiCpkRQ,Joe Biden: I don’t need you to get me elected- I need you Once I’m elected,2
kcrFwGeoWEI,Kraken Released: Sidney Powell 'Stop the Steal' Rally,2
0M46FYOglvE,Days BEFORE the election... in an interview... about Syctl.,2
GqUUoTQDmyo,Democrats have ordered Facebook to 'censor' negative stories,2
sYifrWIG2qM,"Trump: Save America, Fight to the end; Witness testimony messed with by Democratic congresswoman",2
88xlHvaGuLM,Trump's claims of election fraud 'threaten American democracy',2
nzdpqyvw7uA,Free Stock footage Of People Working part 1 ( free download no copyright),0
Lm80dKZcF1o,"Maria Bartiromo Sunday Morning Futures Nov. 15.,2020 SIDNEY POWELL THE ELECTION WILL BE WON BY TRUMP",2
gRJTMCL3Zys,"Trump Incinerates ""News"" Cuck Trying To Shame Him Into Conceding",2
AnfjcwoCCZ4,Ballot harvesting is illegal in Ohio. Is this an example of voter fraud?,0
GXAGX8rYj5k,"TRUMP March, VIGANÒ, and Violence in Washington DC",1
SQFVJX2nRTQ,Breaking News: Election 2020 Recap!,1
TFR0qtqxjv8,Breaking News: Trump's Legal Team Press Conference,1
IivxcS2AgZc,Election Crisis CONTINUES...NEW Lawsuit over Flynn Unmasking...Twitter Censors Tom Fitton!,2
exingEHEhVg,"Election Special with John Solomon, Part Four",2
t1GhxI3avQQ,"Donald Trump Slams Ted Cruz, Accuses Him of Committing 'Fraud' In Iowa",0
50etuwsHAu0,Voter Fraud Caught Live On CNN,2
e0vOdSZecwY,President Trump's Campaign holds Nevada press conference,2
